trans_date_trans_time,merchant,category,amt,city,state,lat,long,city_pop,job,dob,trans_num,merch_lat,merch_long,is_fraud
28-03-2019 22:35,Cruickshank-Mills,entertainment,621.8,Roseland,NE,40.4591,-98.5551,463,"""Nurse, mental health""",31-05-1948,897b81bd8dc81b0f303a548d8ae8f93c,39.964514,-98.007375,1
01-04-2019 00:53,Ernser-Lynch,food_dining,98.7,Newhall,CA,34.3795,-118.523,34882,Health physicist,25-04-1971,bada495d847ca4b0527ff6fcd8f3a10d,34.956507,-118.702334,1
01-04-2019 03:29,"""Konopelski, Schneider and Hartmann""",food_dining,128.49,Newhall,CA,34.3795,-118.523,34882,Health physicist,25-04-1971,2331182a453d75300728eeb0f447a52c,35.174848,-118.781514,1
02-04-2019 01:10,Rempel Inc,shopping_net,1038.29,Newhall,CA,34.3795,-118.523,34882,Health physicist,25-04-1971,62c99b13837e643c164b6f8c14c6166b,35.160525,-117.540395,1
09-04-2019 22:52,Kerluke PLC,misc_net,910.76,Fields Landing,CA,40.7268,-124.2174,276,"""Scientist, audiological""",06-05-1929,ad4e5839daa85153ba7e8d2c859ecf59,41.45075,-124.560402,1
09-04-2019 23:29,Brown PLC,misc_net,697.52,Fields Landing,CA,40.7268,-124.2174,276,"""Scientist, audiological""",06-05-1929,14fcb8822f2b0f29636d5a37781fbefc,40.566166,-123.975972,1
09-04-2019 23:41,Torp-Lemke,misc_pos,49.83,Fields Landing,CA,40.7268,-124.2174,276,"""Scientist, audiological""",06-05-1929,5e74b70fce9a74ce398c6b25f71ce31c,40.901787,-124.88738,1
10-04-2019 00:58,"""Streich, Hansen and Veum""",gas_transport,23.02,Fields Landing,CA,40.7268,-124.2174,276,"""Scientist, audiological""",06-05-1929,62d39c32d0412b5dad00574ecc7f62c1,40.250836,-125.183176,1
10-04-2019 02:00,"""Swift, Bradtke and Marquardt""",grocery_net,12,Fields Landing,CA,40.7268,-124.2174,276,"""Scientist, audiological""",06-05-1929,221bae0e79faf8e202ed07ec82a54cb5,41.531019,-123.891251,1
10-04-2019 02:06,"""Goldner, Kovacek and Abbott""",grocery_pos,349.7,Fields Landing,CA,40.7268,-124.2174,276,"""Scientist, audiological""",06-05-1929,66bd0a777dc0bf8b459b8173950cb6e6,39.998621,-124.646892,1
10-04-2019 02:42,Strosin-Cruickshank,grocery_pos,326.64,Fields Landing,CA,40.7268,-124.2174,276,"""Scientist, audiological""",06-05-1929,96c9c2d3c51537e172ecb554243b0ba2,40.554803,-124.048395,1
10-04-2019 12:01,Bashirian Group,shopping_net,974.95,Fields Landing,CA,40.7268,-124.2174,276,"""Scientist, audiological""",06-05-1929,e3be9d74279c2c1d930c5d95491666dd,40.154377,-124.538708,1
10-04-2019 22:08,McDermott-Weimann,grocery_pos,337.68,Fields Landing,CA,40.7268,-124.2174,276,"""Scientist, audiological""",06-05-1929,12a66a23eaba2a7a4ef84341f892600b,41.603454,-124.872206,1
10-04-2019 23:38,Bogisich-Homenick,misc_net,847.19,Fields Landing,CA,40.7268,-124.2174,276,"""Scientist, audiological""",06-05-1929,a6355e1f4bb2588588f4ed8f22906bff,40.315134,-123.581372,1
10-04-2019 23:47,Kilback LLC,grocery_pos,340.41,Fields Landing,CA,40.7268,-124.2174,276,"""Scientist, audiological""",06-05-1929,75ff9059f57e5f138b66c18a364f452b,39.754545,-123.495913,1
10-04-2019 23:47,Stoltenberg-Beatty,shopping_pos,873.75,Fields Landing,CA,40.7268,-124.2174,276,"""Scientist, audiological""",06-05-1929,7949a4e2461f7ad6c3db4ab64edbbf6a,41.58343,-124.129603,1
16-04-2019 22:26,Koelpin and Sons,misc_net,734.75,June Lake,CA,37.7773,-119.0825,633,Health service manager,09-09-1927,5a9e6db3657ef4aa7b6361e65f5d516b,38.64621,-118.323755,1
16-04-2019 22:52,Bashirian Group,shopping_net,888.44,June Lake,CA,37.7773,-119.0825,633,Health service manager,09-09-1927,6efd446bd4967e2f5854549fa33b2a7f,37.392469,-119.493782,1
16-04-2019 23:35,"""Moore, Dibbert and Koepp""",misc_net,613.99,June Lake,CA,37.7773,-119.0825,633,Health service manager,09-09-1927,9642f925dc235a198ad93bacb4855425,37.831978,-118.35841,1
17-04-2019 16:37,Lockman Lt,grocery_pos,346.58,June Lake,CA,37.7773,-119.0825,633,Health service manager,09-09-1927,bc9691d97b7b22e0fb39b522f1914dfc,37.864965,-119.937024,1
17-04-2019 22:30,"""Huel, Hammes and Witting""",grocery_pos,350.64,June Lake,CA,37.7773,-119.0825,633,Health service manager,09-09-1927,65e6f7efe521ef9cd08917c0e2ef50d0,37.694311,-119.874281,1
17-04-2019 22:55,O'Keefe-Hudson,grocery_pos,331.2,June Lake,CA,37.7773,-119.0825,633,Health service manager,09-09-1927,c467ffc1f3f40947bdf63ab6851fd19e,38.700466,-118.337007,1
25-04-2019 05:34,Koss and Sons,gas_transport,14.01,Eugene,OR,44.0385,-123.0614,191096,"""Scientist, physiological""",06-04-1964,5ddbdcbf25ded290b2ce19d9739df656,44.544897,-122.406761,1
25-04-2019 22:09,Stamm-Witting,shopping_net,861.34,Eugene,OR,44.0385,-123.0614,191096,"""Scientist, physiological""",06-04-1964,1abbbbba0f36010b38cae23c6f42eb89,43.491701,-122.938921,1
25-04-2019 22:32,Vandervort-Funk,grocery_pos,289.51,Eugene,OR,44.0385,-123.0614,191096,"""Scientist, physiological""",06-04-1964,aeff67951c2b385393dd170f72d1a8f3,44.757364,-123.250058,1
25-04-2019 23:03,Brown PLC,misc_net,865.88,Eugene,OR,44.0385,-123.0614,191096,"""Scientist, physiological""",06-04-1964,bba108f5cdcc18d4189bcc247ffa13ce,44.871443,-123.782105,1
26-04-2019 00:08,Bogisich Inc,grocery_pos,309.33,Eugene,OR,44.0385,-123.0614,191096,"""Scientist, physiological""",06-04-1964,4a3e42e51c859ac8bd2ce3c6325f7ec4,43.099765,-123.487268,1
26-04-2019 00:27,Kutch and Sons,grocery_pos,262.56,Eugene,OR,44.0385,-123.0614,191096,"""Scientist, physiological""",06-04-1964,66a9450c3ee964a79ea74cf3bb0ba811,44.563191,-123.25377,1
26-04-2019 01:41,Harris Inc,gas_transport,11.93,Eugene,OR,44.0385,-123.0614,191096,"""Scientist, physiological""",06-04-1964,a7dbff4e13e4b7dea26d987a7d491391,44.176418,-122.833979,1
26-04-2019 01:57,"""Casper, Hand and Zul""",grocery_pos,297.95,Eugene,OR,44.0385,-123.0614,191096,"""Scientist, physiological""",06-04-1964,da336f495a6190e5297d8155ee52fae9,44.338684,-123.745909,1
26-04-2019 12:43,Kerluke-Abshire,shopping_net,999.84,Eugene,OR,44.0385,-123.0614,191096,"""Scientist, physiological""",06-04-1964,3426f93e6dd6c750e19f6d12d8012d8b,44.991922,-122.790807,1
26-04-2019 22:10,Cormier LLC,shopping_net,872.94,Eugene,OR,44.0385,-123.0614,191096,"""Scientist, physiological""",06-04-1964,f1c18365c87d21c42f8150286dc15883,44.514012,-123.811496,1
26-04-2019 22:58,"""Quitzon, Green and Bashirian""",shopping_pos,945.07,Eugene,OR,44.0385,-123.0614,191096,"""Scientist, physiological""",06-04-1964,2b9933c4fa741a4350c2ca363ffc41ea,43.874128,-122.496196,1
26-04-2019 23:36,Cole PLC,grocery_pos,277.2,Eugene,OR,44.0385,-123.0614,191096,"""Scientist, physiological""",06-04-1964,73183ec36bd57d3b695626aa2d03eb53,43.966848,-124.02892,1
29-04-2019 00:47,"""Goldner, Kovacek and Abbott""",grocery_pos,340.02,Mesa,ID,44.6255,-116.4493,129,Cartographer,15-12-1965,3a19822b47592699b484d1b08265b287,44.57346,-115.970708,1
29-04-2019 00:54,"""Christiansen, Goyette and Schamberge""",gas_transport,18.55,Blairsden-Graeagle,CA,39.8127,-120.6405,1725,Chartered legal executive (England and Wales),27-05-1967,ffe80283e306162daeb3e24687bea551,40.783358,-121.373932,1
29-04-2019 00:59,Kuhic Inc,grocery_pos,307.53,Mesa,ID,44.6255,-116.4493,129,Cartographer,15-12-1965,c83cf62d6529c910a08ef42e97e0f10b,43.952534,-117.070686,1
29-04-2019 00:59,Padberg-Welch,grocery_pos,298.19,Blairsden-Graeagle,CA,39.8127,-120.6405,1725,Chartered legal executive (England and Wales),27-05-1967,73f331883c1b5faa5f141b9af96a3291,40.387359,-120.874787,1
29-04-2019 01:49,Heidenreich PLC,grocery_pos,344.48,Mesa,ID,44.6255,-116.4493,129,Cartographer,15-12-1965,bb680dbd6347cf2d3ee3f0eb2af59447,44.578933,-116.973647,1
29-04-2019 10:40,"""Greenholt, Jacobi and Gleason""",gas_transport,20.3,Mesa,ID,44.6255,-116.4493,129,Cartographer,15-12-1965,d266250eb789c6984e75245a5df7a8cb,43.846744,-117.39462,1
29-04-2019 14:48,"""Kilback, Nitzsche and Leffle""",travel,2.13,Blairsden-Graeagle,CA,39.8127,-120.6405,1725,Chartered legal executive (England and Wales),27-05-1967,71bd7cde7996a79ea8c5466e2a097d54,39.820223,-121.569154,1
29-04-2019 22:09,Ankunding LLC,shopping_net,973.38,Mesa,ID,44.6255,-116.4493,129,Cartographer,15-12-1965,349555443c6e1fc0611e154db05c8912,43.811817,-115.676318,1
29-04-2019 22:40,"""Rippin, Kub and Mann""",misc_net,794.06,Mesa,ID,44.6255,-116.4493,129,Cartographer,15-12-1965,b6a51258c5fe3168c1f1bcc88a350dfd,44.026778,-116.095607,1
29-04-2019 23:17,Klocko LLC,misc_net,806.16,Mesa,ID,44.6255,-116.4493,129,Cartographer,15-12-1965,b0464b833b9235a536c89813936a1980,45.21976,-117.049298,1
29-04-2019 23:38,Hudson-Ratke,grocery_pos,333.17,Blairsden-Graeagle,CA,39.8127,-120.6405,1725,Chartered legal executive (England and Wales),27-05-1967,5f27e7045faa3f1581adda759577f6a6,40.043488,-120.115626,1
29-04-2019 23:44,McDermott-Weimann,grocery_pos,336.71,Blairsden-Graeagle,CA,39.8127,-120.6405,1725,Chartered legal executive (England and Wales),27-05-1967,7e7f1d6ee0a67e268e4b0b337613bdc3,39.894543,-121.344376,1
29-04-2019 23:55,Huel-Langworth,misc_net,965.16,Mesa,ID,44.6255,-116.4493,129,Cartographer,15-12-1965,ba01001e2dae4d08ac02fae8a32f2bd4,44.962783,-116.48154,1
30-04-2019 02:16,Cartwright-Harris,grocery_pos,310.9,Mesa,ID,44.6255,-116.4493,129,Cartographer,15-12-1965,f8aa81954e9b8e793cc0bbad4c1cbdc0,45.361519,-117.218034,1
30-04-2019 02:58,Kiehn-Emmerich,grocery_pos,313.33,Blairsden-Graeagle,CA,39.8127,-120.6405,1725,Chartered legal executive (England and Wales),27-05-1967,4e3eccde2063bf573a75b061c3931c2f,39.384,-119.960675,1
30-04-2019 03:12,Deckow-O'Conne,grocery_pos,302.59,Blairsden-Graeagle,CA,39.8127,-120.6405,1725,Chartered legal executive (England and Wales),27-05-1967,499e76d9de4a741a51be553363c6ce1a,40.045071,-121.421907,1
30-04-2019 22:55,"""Gottlieb, Considine and Schultz""",shopping_net,1093.55,Mesa,ID,44.6255,-116.4493,129,Cartographer,15-12-1965,49c8e7152c2eb59af962b11ee1a200e4,44.370477,-117.240923,1
30-04-2019 22:58,Koepp-Witting,grocery_pos,305.5,Blairsden-Graeagle,CA,39.8127,-120.6405,1725,Chartered legal executive (England and Wales),27-05-1967,9af57b2e35fe4c34efd78be4153868d9,40.267768,-120.239292,1
30-04-2019 23:32,"""Baumbach, Feeney and Mo""",shopping_net,938.4,Mesa,ID,44.6255,-116.4493,129,Cartographer,15-12-1965,70650c0acca1b0fa18dd4d9ad4322989,44.093498,-117.426157,1
30-04-2019 23:36,Stiedemann Inc,misc_pos,49.49,Blairsden-Graeagle,CA,39.8127,-120.6405,1725,Chartered legal executive (England and Wales),27-05-1967,f3b9374e11f44fe5322703fa01ea3cf2,39.261222,-119.712888,1
11-05-2019 00:49,Kling Inc,gas_transport,8.52,Albuquerque,NM,35.1506,-106.569,641349,Civil Service administrator,11-04-1976,748402219a0a6933e13d8e31852ff7f5,34.539196,-106.811246,1
11-05-2019 00:50,Kemmer-Buckridge,misc_pos,6.3,Albuquerque,NM,35.1506,-106.569,641349,Civil Service administrator,11-04-1976,63ff6daa74f94ed0a5d9daed5cd62ebe,35.802013,-106.302231,1
11-05-2019 00:57,Dooley Inc,shopping_pos,830.38,Albuquerque,NM,35.1506,-106.569,641349,Civil Service administrator,11-04-1976,d852562ee114b8d9d64586d6052721c3,35.678266,-106.273871,1
11-05-2019 02:24,Wolf Inc,grocery_pos,338.29,Albuquerque,NM,35.1506,-106.569,641349,Civil Service administrator,11-04-1976,0ba3eb1b0e7ebabbc53a49de18dbfef6,35.067209,-105.966085,1
11-05-2019 22:40,Larkin Lt,kids_pets,22.32,Albuquerque,NM,35.1506,-106.569,641349,Civil Service administrator,11-04-1976,2f8b5b0c652e9427fffe0b004895c42b,34.838258,-107.559497,1
12-05-2019 00:49,Fisher-Schowalte,shopping_net,1016.88,Albuquerque,NM,35.1506,-106.569,641349,Civil Service administrator,11-04-1976,f85e35d889e3f60fab9350cdb4ba7741,35.555771,-105.850349,1
12-05-2019 01:17,Nienow PLC,entertainment,494.73,Albuquerque,NM,35.1506,-106.569,641349,Civil Service administrator,11-04-1976,c5a77ae0f40a82dab312fb48f6b8a111,34.743454,-106.144941,1
12-05-2019 01:30,Volkman-Predovic,shopping_net,1152.92,Albuquerque,NM,35.1506,-106.569,641349,Civil Service administrator,11-04-1976,0e2128974a674b519f42a1339c53687f,34.476275,-106.612729,1
12-05-2019 01:49,Douglas-White,entertainment,580.32,Albuquerque,NM,35.1506,-106.569,641349,Civil Service administrator,11-04-1976,8cad877fb4c5c29a4ca6060ce4e2c3bc,34.307045,-106.993296,1
12-05-2019 17:09,Cormier LLC,health_fitness,17.38,Albuquerque,NM,35.1506,-106.569,641349,Civil Service administrator,11-04-1976,2ed21115e8339f2a8a1acb2ce4645e42,34.611238,-106.078988,1
12-05-2019 22:04,Cormier LLC,shopping_net,993.66,Pueblo,CO,38.2352,-104.66,151815,Further education lecturer,04-01-1988,d3e86eed6a567944ed46ff059f21edd5,38.93627,-104.177415,1
12-05-2019 22:46,"""Bahringer, Bergnaum and Quitzon""",home,242.48,Albuquerque,NM,35.1506,-106.569,641349,Civil Service administrator,11-04-1976,01f1fdf9a5486b03a26203795a20f23a,35.557521,-107.278459,1
12-05-2019 23:13,"""Douglas, Schneider and Turne""",shopping_pos,740.25,Pueblo,CO,38.2352,-104.66,151815,Further education lecturer,04-01-1988,30fa36116adf16197ec998138033f570,38.484692,-105.587525,1
12-05-2019 23:31,Mosciski Group,travel,8.74,Albuquerque,NM,35.1506,-106.569,641349,Civil Service administrator,11-04-1976,3d9456097dd4eef719126b0f71598d42,34.642188,-105.975287,1
13-05-2019 00:13,Pacocha-O'Reilly,grocery_pos,276.33,Pueblo,CO,38.2352,-104.66,151815,Further education lecturer,04-01-1988,1e5f6c025ee22d05fe44862a1064f950,38.428237,-104.291257,1
13-05-2019 01:12,Strosin-Cruickshank,grocery_pos,299.87,Pueblo,CO,38.2352,-104.66,151815,Further education lecturer,04-01-1988,c2996c804b6d17a7042cfc90489ea95e,38.857114,-105.043991,1
13-05-2019 01:34,Lockman Lt,grocery_pos,289.58,Pueblo,CO,38.2352,-104.66,151815,Further education lecturer,04-01-1988,7f97a8970cddd9d339f1efcbdd025ccd,37.509739,-104.29836,1
13-05-2019 03:20,Hackett-Lueilwitz,grocery_pos,300.92,Pueblo,CO,38.2352,-104.66,151815,Further education lecturer,04-01-1988,89570562457000e88acb352bf05b6e2c,38.436271,-105.34521,1
13-05-2019 16:54,Pagac LLC,shopping_pos,701.48,Pueblo,CO,38.2352,-104.66,151815,Further education lecturer,04-01-1988,deb9e0d18f4e37e08cb5c0c271fe93a7,38.269411,-103.709945,1
13-05-2019 22:19,"""Reichert, Rowe and Mraz""",shopping_net,1059.44,Pueblo,CO,38.2352,-104.66,151815,Further education lecturer,04-01-1988,546a2fbbf871257e66bccdfeac6f9912,37.95742,-105.093446,1
13-05-2019 23:10,Volkman-Predovic,shopping_net,1123.17,Pueblo,CO,38.2352,-104.66,151815,Further education lecturer,04-01-1988,c785d3ce6b662eb77ad3f38602d6e3ec,37.753404,-103.950877,1
13-05-2019 23:57,"""Gottlieb, Considine and Schultz""",shopping_net,1079.81,Pueblo,CO,38.2352,-104.66,151815,Further education lecturer,04-01-1988,b4543eb91f97024e74ebb92f66842b56,37.811132,-105.182532,1
16-05-2019 01:16,Rutherford-Mertz,grocery_pos,350.88,Campbell,NE,40.2967,-98.737,493,"""Surveyor, minerals""",13-09-1940,32f367208267de49c54add99c419cb09,40.168247,-98.654576,1
16-05-2019 01:20,Heller-Langosh,gas_transport,22.57,Campbell,NE,40.2967,-98.737,493,"""Surveyor, minerals""",13-09-1940,b3856583db3a7e10bd37fec2d84ccee5,40.465727,-99.673822,1
16-05-2019 22:03,"""Parisian, Schiller and Altenwerth""",misc_net,874.45,Campbell,NE,40.2967,-98.737,493,"""Surveyor, minerals""",13-09-1940,084af38e81d314a47fb72c85e3bfdbb4,40.535701,-98.963429,1
16-05-2019 22:14,Miller-Harris,misc_net,784.69,Campbell,NE,40.2967,-98.737,493,"""Surveyor, minerals""",13-09-1940,6ffbdea663c608f84a4093f88a49a8af,40.297181,-98.356994,1
16-05-2019 23:54,Welch Inc,misc_net,803.64,Campbell,NE,40.2967,-98.737,493,"""Surveyor, minerals""",13-09-1940,a41a440fd26fb88d1ed20d8b8f9de6e7,39.35034,-98.888914,1
17-05-2019 00:32,Prohaska-Murray,gas_transport,8.27,Moab,UT,38.5677,-109.5271,9772,Location manager,24-11-1989,bb43d1b31fa2d6f5c6db2c43a3d6cbb4,39.500255,-110.124889,1
17-05-2019 01:06,"""Jenkins, Hauck and Friesen""",gas_transport,21.11,Campbell,NE,40.2967,-98.737,493,"""Surveyor, minerals""",13-09-1940,c3b3de6febf6ba7971ed52af29570479,39.760017,-98.829185,1
17-05-2019 02:35,Kutch and Sons,grocery_pos,288.62,Moab,UT,38.5677,-109.5271,9772,Location manager,24-11-1989,f09b88cf14d9c8850cd984db5d31241c,39.161336,-108.740838,1
17-05-2019 02:46,"""Schaefer, McGlynn and Bosco""",gas_transport,7.81,Moab,UT,38.5677,-109.5271,9772,Location manager,24-11-1989,e32d317698ee2784a88109ec2d2b0b77,37.727841,-109.569386,1
17-05-2019 03:10,Cartwright-Harris,grocery_pos,351.2,Tomales,CA,38.2427,-122.9145,337,Occupational psychologist,05-07-1954,148d75bd1878ad095ed956976b980a0a,38.653491,-123.081267,1
17-05-2019 03:17,Heller-Langosh,gas_transport,23.84,Tomales,CA,38.2427,-122.9145,337,Occupational psychologist,05-07-1954,5afd3f354dd54d4cffe9fc9e633f0402,37.575484,-123.096167,1
17-05-2019 06:16,Koepp-Witting,grocery_pos,304.52,Moab,UT,38.5677,-109.5271,9772,Location manager,24-11-1989,3fe10f115f13f8a7aef6c4a86f4f30e9,39.402262,-109.386308,1
17-05-2019 13:42,"""Reichert, Rowe and Mraz""",shopping_net,1069.68,Campbell,NE,40.2967,-98.737,493,"""Surveyor, minerals""",13-09-1940,00eaa3c507a0cf39384b831ed0dcd958,39.319064,-97.869817,1
17-05-2019 22:01,"""Douglas, Schneider and Turne""",shopping_pos,874.29,Campbell,NE,40.2967,-98.737,493,"""Surveyor, minerals""",13-09-1940,e6802b6523a73384bf83cc14f9a798f2,39.98626,-98.881492,1
17-05-2019 22:08,Bailey-Mo,grocery_pos,303.68,Campbell,NE,40.2967,-98.737,493,"""Surveyor, minerals""",13-09-1940,0343a8694619cbad709e278209915b77,39.647243,-98.558199,1
17-05-2019 22:34,Fisher-Schowalte,shopping_net,1175.88,Campbell,NE,40.2967,-98.737,493,"""Surveyor, minerals""",13-09-1940,4a860d012269c61bf6dfc820282823db,40.368226,-99.166069,1
17-05-2019 22:37,Kiehn-Emmerich,grocery_pos,343.27,Campbell,NE,40.2967,-98.737,493,"""Surveyor, minerals""",13-09-1940,a7501358c84a4595749ae99247e06bd7,40.863615,-99.383553,1
17-05-2019 22:46,Boyer-Reichert,shopping_net,873.24,Tomales,CA,38.2427,-122.9145,337,Occupational psychologist,05-07-1954,87d7981d0d416440efb5411d1dc7a90f,37.722091,-122.184361,1
17-05-2019 23:15,Abernathy and Sons,food_dining,126.78,Campbell,NE,40.2967,-98.737,493,"""Surveyor, minerals""",13-09-1940,bf19cabc3b261dab7aa0032f6ffd7e17,40.21357,-98.865731,1
17-05-2019 23:26,Gerlach Inc,shopping_net,1006.34,Moab,UT,38.5677,-109.5271,9772,Location manager,24-11-1989,d36fff6fae9e28db174f82aab1fc5be2,39.423713,-109.706519,1
17-05-2019 23:37,Pouros-Haag,shopping_pos,1158.16,Campbell,NE,40.2967,-98.737,493,"""Surveyor, minerals""",13-09-1940,aaabb1c8eb9c5efa17dfd673ff97d4d2,39.787016,-98.745168,1
17-05-2019 23:55,Donnelly PLC,misc_net,635.33,Tomales,CA,38.2427,-122.9145,337,Occupational psychologist,05-07-1954,cc08d35e329ee0fbf02a7ca496bd35bc,38.637569,-122.32777,1
17-05-2019 23:58,Kuhic LLC,shopping_net,1026.88,Tomales,CA,38.2427,-122.9145,337,Occupational psychologist,05-07-1954,c861e98ffb642fd9210eec748513f668,39.140867,-122.209983,1
18-05-2019 01:56,Corwin-Collins,gas_transport,9.63,Moab,UT,38.5677,-109.5271,9772,Location manager,24-11-1989,2e787ca3a2da21a2c67baa4757d22611,37.959257,-109.800309,1
18-05-2019 02:17,Hudson-Ratke,grocery_pos,283.21,Moab,UT,38.5677,-109.5271,9772,Location manager,24-11-1989,26be3fc793738f93a5b98cdec937f3d8,37.870377,-110.193522,1
18-05-2019 15:36,Pagac LLC,shopping_pos,827.78,Tomales,CA,38.2427,-122.9145,337,Occupational psychologist,05-07-1954,c48f6227b9b8dff3c63c961280637562,37.90017,-123.522281,1
18-05-2019 20:50,"""Watsica, Haag and Considine""",shopping_pos,826.2,Tomales,CA,38.2427,-122.9145,337,Occupational psychologist,05-07-1954,5da833d129313eefbd993ad20a4aeab9,37.496306,-123.892576,1
18-05-2019 22:19,"""Stanton, Jakubowski and Baumbach""",shopping_net,1018.08,Tomales,CA,38.2427,-122.9145,337,Occupational psychologist,05-07-1954,7e21b5327dc2215de46d03a973a9b624,38.625008,-122.742773,1
18-05-2019 22:47,Hudson-Ratke,grocery_pos,313.21,Tomales,CA,38.2427,-122.9145,337,Occupational psychologist,05-07-1954,66346b838402648b69679b54da763158,39.013407,-123.186131,1
18-05-2019 22:56,Stamm-Witting,shopping_net,1040.49,Moab,UT,38.5677,-109.5271,9772,Location manager,24-11-1989,b7de58a62069dacc2ca5b6e88c4c7ddf,38.679912,-110.397836,1
18-05-2019 22:57,"""Mosciski, Ziemann and Farrell""",shopping_net,881.95,Moab,UT,38.5677,-109.5271,9772,Location manager,24-11-1989,ae0517e27ee0f847d09826a77cf98a79,37.662655,-109.146111,1
18-05-2019 23:14,Flatley-Durgan,misc_net,799.36,Tomales,CA,38.2427,-122.9145,337,Occupational psychologist,05-07-1954,bd82378bed6b4765fc4a9eb768cf5d65,38.207717,-122.355959,1
19-05-2019 03:15,"""Mosciski, Gislason and Mertz""",grocery_pos,307.58,Red Cliff,CO,39.4584,-106.3851,277,Human resources officer,03-04-1985,4b7c371e53cd58c8037160fb501dfcc5,39.609764,-106.713261,1
19-05-2019 13:24,"""Stanton, Jakubowski and Baumbach""",shopping_net,1007.47,Red Cliff,CO,39.4584,-106.3851,277,Human resources officer,03-04-1985,003f607aa5842f3f760c1c2626bb1dab,39.541137,-106.698121,1
19-05-2019 22:22,"""Gottlieb, Considine and Schultz""",shopping_net,1019.96,Red Cliff,CO,39.4584,-106.3851,277,Human resources officer,03-04-1985,e50a3bb6827d74d16e0e28f13fb9332e,40.353567,-106.503599,1
19-05-2019 23:51,Lemke-Gutmann,shopping_net,1206.13,Red Cliff,CO,39.4584,-106.3851,277,Human resources officer,03-04-1985,c66eb12d0825b794d6d77836600c4f77,39.355581,-105.788249,1
20-05-2019 01:09,Kutch-Hegmann,grocery_net,10.36,Red Cliff,CO,39.4584,-106.3851,277,Human resources officer,03-04-1985,9a84fafbbf86a83899c71e341791f6eb,40.394856,-105.701791,1
20-05-2019 03:02,Heidenreich PLC,grocery_pos,315.48,Downey,CA,33.9581,-118.1174,111772,Fine artist,13-03-1963,862e2e6a9e3035dd587fe1f87976bf34,33.033591,-117.661666,1
20-05-2019 04:32,"""Greenholt, Jacobi and Gleason""",gas_transport,11.15,Red Cliff,CO,39.4584,-106.3851,277,Human resources officer,03-04-1985,7c0ea2e4cff1e85123802b4c85cd9881,39.570466,-107.319323,1
20-05-2019 22:14,Towne LLC,misc_pos,8.65,Red Cliff,CO,39.4584,-106.3851,277,Human resources officer,03-04-1985,97a00035ad9fd96f45777684920c1694,38.535131,-107.119232,1
20-05-2019 22:17,Huel Lt,misc_net,770.45,Downey,CA,33.9581,-118.1174,111772,Fine artist,13-03-1963,08a599a447846a2ef1317df61a0e1d65,33.396117,-118.127135,1
20-05-2019 22:30,"""Little, Gutmann and Lynch""",shopping_net,924,Red Cliff,CO,39.4584,-106.3851,277,Human resources officer,03-04-1985,d2933e0873e03d2651e0a083edbf4ece,38.56803,-106.687688,1
20-05-2019 22:59,"""Tillman, Fritsch and Schmitt""",misc_net,761.93,Downey,CA,33.9581,-118.1174,111772,Fine artist,13-03-1963,d1e8b1451b6b9b8b54ad1d1be415f29b,32.990923,-118.706493,1
20-05-2019 23:18,Reynolds-Schinne,misc_pos,7.72,Downey,CA,33.9581,-118.1174,111772,Fine artist,13-03-1963,61be2572b8784eb8e15726fffa5926e4,33.800832,-118.916992,1
20-05-2019 23:28,Kuhn LLC,misc_net,888.97,Downey,CA,33.9581,-118.1174,111772,Fine artist,13-03-1963,bb38247d1251979424309dab09626b29,33.926038,-118.047847,1
20-05-2019 23:29,"""Gottlieb, Considine and Schultz""",shopping_net,988.92,Downey,CA,33.9581,-118.1174,111772,Fine artist,13-03-1963,a5eea2bf91e5305140900ab8ca5060bf,33.14525,-118.329441,1
20-05-2019 23:42,"""Terry, Johns and Bins""",misc_pos,10.1,Downey,CA,33.9581,-118.1174,111772,Fine artist,13-03-1963,0435c6d47583ff86c9f485ffbe086f68,33.06044,-119.091738,1
20-05-2019 23:49,Kuhn LLC,shopping_pos,1145.9,Downey,CA,33.9581,-118.1174,111772,Fine artist,13-03-1963,24c24d9c46966756a29252e365d9177e,33.789752,-117.538701,1
21-05-2019 03:56,Prohaska-Murray,gas_transport,11.14,Downey,CA,33.9581,-118.1174,111772,Fine artist,13-03-1963,e43eb569c0e1d4a932d49e9ea64fe0f9,34.640588,-117.863369,1
21-05-2019 23:14,Gleason-Macejkovic,shopping_net,957.4,Downey,CA,33.9581,-118.1174,111772,Fine artist,13-03-1963,154984cac0d5e35c21c6ed472000b091,34.651145,-117.923465,1
22-05-2019 02:01,Schmidt and Sons,shopping_net,1048.41,Smith River,CA,41.9404,-124.1587,1930,Web designer,13-06-1983,8f6ef14e48d1a4c2062dda0cf14fdec0,42.06479,-124.229036,1
22-05-2019 02:26,Welch Inc,misc_net,828.47,Smith River,CA,41.9404,-124.1587,1930,Web designer,13-06-1983,d4299e1ac956d126522ec284ae1491b4,41.921281,-125.089695,1
22-05-2019 02:44,Vandervort-Funk,grocery_pos,397.97,Smith River,CA,41.9404,-124.1587,1930,Web designer,13-06-1983,2e6b1b0099bef385b73eb96af8201001,41.713509,-125.091116,1
22-05-2019 22:15,Abbott-Rogahn,entertainment,544.63,Smith River,CA,41.9404,-124.1587,1930,Web designer,13-06-1983,a93c2ac023355f33c09518fbab5b7712,41.215842,-124.41718,1
